X,Y,Z,Hole ID,Samples_ID,Lote,Lito,Minz,EM_new,EM,Bwi_kWh_t,Axb_SMC
2365372.040000,6486538.104303,3663.867409,P820,EIS-222,Lote 2B,AND,MIXED1,mix1,mix1,11.2662,35.746
2365372.040000,6486538.272117,3649.418396,P820,EIS-223,Lote 2B,AND,MIXED2A,m2aa,m2aa,13.5405,26.763
2365372.040000,6486538.574309,3630.420805,P820,EIS-224,Lote 2B,AND,MIXED2A,m2aa,m2aa,14.8139,23
2365372.040000,6486539.012192,3604.424493,P820,EIS-225,Lote 2B,AND,MIXED2A,m2aa,m2aa,17.3471,22.075
2365372.040000,6486539.651786,3568.430178,P820,EIS-226,Lote 2B,AND,MIXED2A,m2aa,m2aa,15.3406,26.732
2365372.040000,6486540.207770,3539.435510,P820,EIS-227,Lote 2B,AND,MIXED2B,m2ba,m2ba,16.0704,27.434
2365199.838000,6486537.965456,3658.487067,P821,EIS-228,Lote 2B,AND,MIXED1,mix1,mix1,6.31005,103.79
2365199.838000,6486538.005241,3647.987143,P821,EIS-229,Lote 2B,AND,MIXED2A,m2aa,m2aa,11.0802,45
2365199.838000,6486538.090605,3628.987334,P821,EIS-230,Lote 2B,AND,MIXED2A,m2aa,m2aa,12.7762,35.2
2365199.838000,6486538.240975,3594.987667,P821,EIS-231,Lote 2B,AND,MIXED2A,m2aa,m2aa,14.2854,32.683
2365199.838000,6486538.334364,3568.987837,P821,EIS-232,Lote 2B,AND,MIXED2A,m2aa,m2aa,14.9613,25.699
2365199.838000,6486538.384964,3544.987893,P821,EIS-233,Lote 2B,AND,MIXED2B,m2ba,m2ba,11.9132,31.037
2365199.838000,6486538.450644,3528.988047,P821,EIS-234,Lote 2B,AND,MIXED2B,m2ba,m2ba,6.9993,29.124
2365199.838000,6486538.990092,3488.991968,P821,EIS-235,Lote 2B,AND,MIXED2B,m2ba,m2ba,13.7389,24
2365199.838000,6486539.394561,3468.996063,P821,EIS-236,Lote 2B,AND,MIXED2B,m2ba,m2ba,11.0899,30.966
2365199.838000,6486540.262218,3433.006598,P821,EIS-237,Lote 2B,AND,MIXED2B,m2ba,m2ba,16.3731,30.537
2363770.915000,6486939.356864,3743.502881,P822,EIS-238,Lote 2B,TON,MIXED2A,m2at,m2at,10.9252,48.16
2363770.915000,6486939.593525,3723.504282,P822,EIS-239,Lote 2B,TON,MIXED2B,m2bt,m2bt,11.8432,36.975
2363770.915000,6486939.770628,3708.505328,P822,EIS-240,Lote 2B,TON,MIXED2B,m2bt,m2bt,11.1003,46.833
2363770.915000,6486940.026383,3686.506814,P822,EIS-241,Lote 2B,TON,PRIMARY,prim,prim,11.722,46.368
2363850.001000,6487138.502069,3834.876096,P823,EIS-242,Lote 2B,AND,MIXED1,mix1,mix1,17.8115,46.788
2363850.001000,6487139.001286,3815.132611,P823,EIS-243,Lote 2B,AND,MIXED2A,m2aa,m2aa,11.2616,30.345
2363850.001000,6487139.788794,3794.647784,P823,EIS-244,Lote 2B,AND,MIXED2A,m2aa,m2aa,13.4572,31.284
2363850.001000,6487140.142713,3785.654746,P823,EIS-245,Lote 2B,AND,MIXED2A,m2aa,m2aa,14.2078,28.16
2363850.001000,6487140.609771,3773.663839,P823,EIS-246,Lote 2B,DTUFF,MIXED2A,m2aa,m2aa,10.3121,28.952
2363850.001000,6487141.338370,3754.677814,P823,EIS-247,Lote 2B,DTUFF,MIXED2B,m2ba,m2ba,10.1087,36.556
2365059.885000,6486738.816581,3716.108063,P830,EIS-248,Lote 2B,TON,MIXED1,mix1,mix1,16.1541,35.626
2365059.885000,6486739.148388,3696.110816,P830,EIS-249,Lote 2B,TON,MIXED1,mix1,mix1,13.9408,34.731
2365059.885000,6486739.457757,3678.113475,P830,EIS-250,Lote 2B,TON,MIXED2A,m2at,m2at,13.013,34.006
2365059.885000,6486739.735383,3662.115884,P830,EIS-251,Lote 2B,TON,MIXED2B,m2bt,m2bt,12.7935,35.088
2365059.885000,6486740.315197,3625.120437,P830,EIS-252,Lote 2B,TBXTON,MIXED2B,m2bb,m2bb,12.9895,38.5
2365059.885000,6486740.615517,3603.122489,P830,EIS-253,Lote 2B,TON,MIXED2B,m2bt,m2bt,11.273,38.637
2365059.885000,6486740.799950,3588.123624,P830,EIS-254,Lote 2B,TON,MIXED2B,m2bt,m2bt,12.9477,45.864
2365059.885000,6486741.043009,3566.124968,P830,EIS-255,Lote 2B,TON,MIXED2B,m2bt,m2bt,12.3246,33.075
2365059.885000,6486741.219167,3550.125938,P830,EIS-256,Lote 2B,TON,PRIMARY,prim,prim,14.3508,32.409
2364659.870000,6486537.691869,3663.185350,P832,EIS-257,Lote 2B,AND,MIXED1,mix1,mix1,13.4234,99.345
2364659.870000,6486537.897896,3647.186706,P832,EIS-258,Lote 2B,AND,MIXED2A,m2aa,m2aa,15.5863,46.452
2364659.870000,6486538.153137,3633.689134,P832,EIS-259,Lote 2B,AND,MIXED2A,m2aa,m2aa,14.4639,45.353
2364659.870000,6486538.578879,3613.193555,P832,EIS-260,Lote 2B,AND,MIXED2A,m2aa,m2aa,13.6967,55.1
2364659.870000,6486538.994238,3593.197869,P832,EIS-261,Lote 2B,AND,MIXED2B,m2ba,m2ba,10.4423,42.612
2364659.870000,6486539.657096,3559.204350,P832,EIS-262,Lote 2B,AND,MIXED2B,m2ba,m2ba,12.0904,39.325
2364659.870000,6486539.999776,3538.207151,P832,EIS-263,Lote 2B,AND,MIXED2B,m2ba,m2ba,10.2424,37.294
2364659.870000,6486540.498324,3503.210705,P832,EIS-264,Lote 2B,AND,MIXED2B,m2ba,m2ba,12.6248,38.391
2364659.870000,6486540.736373,3485.212279,P832,EIS-265,Lote 2B,AND,MIXED2B,m2ba,m2ba,10.5157,33.504
2364659.870000,6486540.965512,3468.213824,P832,EIS-266,Lote 2B,AND,MIXED2B,m2ba,prim,14.8797,35.035
2364659.870000,6486541.364684,3441.216778,P832,EIS-267,Lote 2B,AND,MIXED2B,m2ba,prim,10.9628,42.159
2364659.870000,6486541.708183,3420.219590,P832,EIS-268,Lote 2B,AND,MIXED2B,m2ba,prim,12.0248,33.558
2364659.870000,6486542.164910,3395.223767,P832,EIS-269,Lote 2B,AND,MIXED2B,m2ba,prim,10.9079,39.246
2364659.870000,6486542.926970,3356.231215,P832,EIS-270,Lote 2B,TON,PRIMARY,prim,prim,12.687,35.752
2364659.870000,6486543.823323,3306.239259,P832,EIS-271,Lote 2B,TON,PRIMARY,prim,prim,13.2222,31.57
2364659.870000,6486544.407941,3270.244008,P832,EIS-272,Lote 2B,TON,PRIMARY,prim,prim,10.6767,34.608
2364659.870000,6486545.074155,3227.249170,P832,EIS-273,Lote 2B,TON,PRIMARY,prim,prim,13.3715,30.636
2364659.870000,6486545.559899,3192.252547,P832,EIS-274,Lote 2B,TON,PRIMARY,prim,prim,12.9352,36.676
2365119.510000,6486538.412424,3636.405943,P833,EIS-275,Lote 2B,AND,MIXED2A,m2aa,m2aa,10.7163,34.476
2365119.510000,6486538.601105,3615.406791,P833,EIS-276,Lote 2B,AND,MIXED2A,m2aa,m2aa,8.1176,45.333
2365119.510000,6486538.805357,3593.407739,P833,EIS-277,Lote 2B,AND,MIXED2A,m2aa,m2aa,8.63888,36.244
2365119.510000,6486538.979550,3574.408538,P833,EIS-278,Lote 2B,TON,MIXED2A,m2at,m2at,11.6447,44.583
2365119.510000,6486539.076368,3563.408964,P833,EIS-279,Lote 2B,TON,MIXED2A,m2at,m2aa,8.90478,52.712
2365119.510000,6486539.244795,3543.409673,P833,EIS-280,Lote 2B,TON,MIXED2A,m2at,m2aa,9.78126,37.944
2365119.510000,6486539.314475,3534.409943,P833,EIS-281,Lote 2B,TON,MIXED2B,m2bt,m2ba,9.76165,42.267
2365119.510000,6486539.467113,3510.410433,P833,EIS-282,Lote 2B,TON,MIXED2B,m2bt,m2bt,10.3651,38.528
2365119.510000,6486539.650449,3467.410827,P833,EIS-283,Lote 2B,TON,MIXED2B,m2bt,m2bt,12.7117,37.854
2365119.510000,6486539.742777,3444.411012,P833,EIS-284,Lote 2B,TON,PRIMARY,prim,prim,10.1307,38.955
2365119.510000,6486539.809239,3428.411150,P833,EIS-285,Lote 2B,TON,PRIMARY,prim,prim,11.9909,32.634
2365119.510000,6486539.884750,3411.411318,P833,EIS-286,Lote 2B,TON,PRIMARY,prim,prim,13.2385,31.82
2365119.510000,6486539.980686,3391.411549,P833,EIS-287,Lote 2B,TON,PRIMARY,prim,prim,14.1964,30.932
2365299.952000,6486338.006503,3627.973616,P837,EIS-288,Lote 2C,AND,MIXED1,mix1,mix1,10.5668,64.89
2365299.952000,6486338.210475,3613.225045,P837,EIS-289,Lote 2C,AND,MIXED1,mix1,mix1,15.6813,58.401
2365299.952000,6486338.785844,3581.980345,P837,EIS-290,Lote 2C,AND,MIXED2A,m2aa,m2aa,19.7932,36.772
2365299.952000,6486339.198513,3559.984216,P837,EIS-291,Lote 2C,AND,MIXED2B,m2ba,m2ba,16.9374,26
2365299.952000,6486339.985228,3505.990137,P837,EIS-292,Lote 2C,AND,MIXED2B,m2ba,m2ba,15.5746,39.589
2365299.952000,6486340.162032,3486.490942,P837,EIS-293,Lote 2C,AND,MIXED2B,m2ba,m2ba,18.4212,32.43
2365299.952000,6486340.316558,3463.991478,P837,EIS-294,Lote 2C,AND,MIXED2B,m2ba,m2ba,14.2095,31.694
2365299.952000,6486340.693877,3421.993341,P837,EIS-295,Lote 2C,DIOR,MIXED2B,m2bt,m2bt,15.4541,30.765
2365299.952000,6486341.391795,3379.999155,P837,EIS-296,Lote 2C,DIOR,MIXED2B,m2bt,m2ba,11.1541,30.832
2365299.952000,6486342.255083,3325.005932,P837,EIS-297,Lote 2C,DIOR,PRIMARY,prim,prim,20.0574,26
2364279.885000,6486338.347880,3666.678914,P838,EIS-298,Lote 2C,DTUFF,MIXED1,mix1,mix1,12.3994,45.195
2364279.885000,6486338.598862,3650.680906,P838,EIS-299,Lote 2C,DTUFF,MIXED1,mix1,mix1,10.2596,41.053
2364279.885000,6486339.007999,3628.684711,P838,EIS-300,Lote 2C,AND,MIXED2A,m2aa,m2aa,12.5772,37.895
2364279.885000,6486339.321837,3611.687608,P838,EIS-301,Lote 2C,AND,MIXED2B,m2ba,m2ba,15.8229,34.833
2364279.885000,6486339.652365,3593.690643,P838,EIS-302,Lote 2C,AND,PRIMARY,prim,prim,13.1164,34.15
2364279.885000,6486340.022423,3573.694067,P838,EIS-303,Lote 2C,AND,PRIMARY,prim,prim,12.5854,28.044
2364279.885000,6486340.302716,3558.696686,P838,EIS-304,Lote 2C,AND,PRIMARY,prim,prim,13.4688,33.746
2364279.885000,6486341.209419,3504.704362,P838,EIS-305,Lote 2C,AND,PRIMARY,prim,prim,15.0268,27.187
2364279.885000,6486341.956895,3451.709636,P838,EIS-306,Lote 2C,AND,PRIMARY,prim,prim,12.2473,30.966
2364585.870000,6486129.001836,3639.529119,P839,EIS-307,Lote 2C,AND,MIXED1,mix1,mix1,11.156,36.83
2364585.870000,6486129.105737,3628.529622,P839,EIS-308,Lote 2C,AND,MIXED2B,m2ba,m2ba,11.2882,33.45
2364585.870000,6486129.396007,3610.532014,P839,EIS-309,Lote 2C,AND,MIXED2B,m2ba,m2ba,10.9944,42.036
2364585.870000,6486129.915508,3588.538171,P839,EIS-310,Lote 2C,AND,MIXED2B,m2ba,m2ba,10.8763,42.176
2364585.870000,6486130.608271,3563.547789,P839,EIS-311,Lote 2C,AND,PRIMARY,prim,prim,14.9066,35.109
2364585.870000,6486131.690527,3527.564070,P839,EIS-312,Lote 2C,AND,PRIMARY,prim,prim,13.376,32.723
2364585.870000,6486132.269554,3506.572058,P839,EIS-313,Lote 2C,AND,PRIMARY,prim,prim,16.1105,36.14
2364585.870000,6486132.922997,3481.580599,P839,EIS-314,Lote 2C,AND,PRIMARY,prim,prim,15.7184,30.459
2364585.870000,6486134.107381,3434.595531,P839,EIS-315,Lote 2C,AND,PRIMARY,prim,prim,10.8589,40.878
2364585.870000,6486135.139697,3389.607380,P839,EIS-316,Lote 2C,AND,PRIMARY,prim,prim,11.85,43.712
2364585.870000,6486136.290757,3342.621495,P839,EIS-317,Lote 2C,AND,PRIMARY,prim,prim,12.2586,39.485
2364585.870000,6486138.140575,3274.646742,P839,EIS-318,Lote 2C,AND,PRIMARY,prim,prim,13.941,34.874
2364585.870000,6486138.813797,3241.653643,P839,EIS-319,Lote 2C,AND,PRIMARY,prim,prim,13.7109,28.148
2364585.870000,6486139.651369,3196.661439,P839,EIS-320,Lote 2C,TON,PRIMARY,prim,prim,13.9992,32.964
2364858.082000,6486363.858998,3627.888016,P840,EIS-321,Lote 2C,QBXTON,MIXED1,mix1,mix1,9.879,57.761
2364858.082000,6486363.901351,3610.488069,P840,EIS-322,Lote 2C,QBXTON,MIXED2A,m2bb,m2bb,11.7833,51.821
2364858.082000,6486364.002820,3575.888218,P840,EIS-323,Lote 2C,QBXTON,MIXED2B,m2bb,m2bb,8.19781,68.448
2364858.082000,6486364.052578,3552.888273,P840,EIS-324,Lote 2C,QBXTON,MIXED2B,m2bb,m2bb,8.19337,75.591
2364858.082000,6486364.110025,3523.888330,P840,EIS-325,Lote 2C,QBXTON,MIXED2B,m2bb,m2bb,10.9297,55.356
2364858.082000,6486364.153584,3502.888375,P840,EIS-326,Lote 2C,QBXTON,MIXED2B,m2bb,m2bb,9.5568,69.201
2364858.082000,6486364.405642,3423.888785,P840,EIS-327,Lote 2C,TON,MIXED2B,m2bt,m2bt,10.8725,56.848
2364858.082000,6486364.470044,3405.888900,P840,EIS-328,Lote 2C,TBXQBFP,MIXED2B,m2bt,m2bt,9.22764,44.428
2364858.082000,6486364.558204,3377.889040,P840,EIS-329,Lote 2C,RBXQBFP,MIXED2B,m2bb,m2bb,12.7963,43.616
2364858.082000,6486364.657702,3337.889164,P840,EIS-330,Lote 2C,QBXTON,PRIMARY,prim,prim,10.5133,43.833
2364858.082000,6486364.846421,3268.889424,P840,EIS-331,Lote 2C,QBXTON,PRIMARY,prim,prim,9.66506,46.848
2364858.082000,6486364.914935,3233.889492,P840,EIS-332,Lote 2C,QBXTON,PRIMARY,prim,prim,12.9347,30.599
2364858.082000,6486365.006809,3197.889610,P840,EIS-333,Lote 2C,QBXTON,PRIMARY,prim,prim,14.8216,42.78
2364858.082000,6486365.250385,3104.889936,P840,EIS-334,Lote 2C,TON,PRIMARY,prim,prim,12.822,31.006
2365405.149000,6486361.162197,3615.080386,P841,EIS-335,Lote 2C,RBXAND,MIXED1,mix1,mix1,18.307,28.536
2365405.149000,6486361.551716,3599.085128,P841,EIS-336,Lote 2C,RBXAND,MIXED2A,m2bb,m2aa,23.1287,25.16
2365405.149000,6486362.111649,3576.091945,P841,EIS-337,Lote 2C,RBXAND,MIXED2A,m2bb,m2aa,14.1929,23.841
2365405.149000,6486363.007958,3540.103108,P841,EIS-338,Lote 2C,RBXAND,MIXED2A,m2bb,m2aa,16.0871,26.91
2364950.508000,6486738.506041,3713.595299,P844,EIS-339,Lote 2C,TON,MIXED1,mix1,mix1,12.4895,28.98
2364950.508000,6486738.867020,3665.596663,P844,EIS-340,Lote 2C,TON,MIXED2A,m2at,m2at,12.1114,28.314
2364950.508000,6486739.074181,3632.597313,P844,EIS-341,Lote 2C,TON,MIXED2A,m2at,m2at,9.41999,52.974
2364950.508000,6486739.189791,3614.597685,P844,EIS-342,Lote 2C,TON,MIXED2A,m2at,m2at,12.3925,39.728
2364950.508000,6486739.446043,3580.598665,P844,EIS-343,Lote 2C,TON,MIXED2B,m2bt,m2bt,13.8789,37.995
2364950.508000,6486740.112014,3521.602443,P844,EIS-344,Lote 2C,TON,PRIMARY,prim,prim,16.4046,35.853
2364950.508000,6486740.557812,3474.604562,P844,EIS-345,Lote 2C,TBXTON,PRIMARY,prim,prim,13.9432,44.042
2364430.169000,6486507.774669,3642.263115,P845,EIS-346,Lote 2C,AND,MIXED1,mix1,mix1,17.9562,30.534
2364430.169000,6486507.909975,3619.263519,P845,EIS-347,Lote 2C,AND,MIXED2A,m2aa,m2aa,12.1168,44.84
2364430.169000,6486508.157808,3580.264307,P845,EIS-348,Lote 2C,AND,MIXED2B,m2ba,m2ba,9.07199,36.65
2364430.169000,6486508.280631,3561.264704,P845,EIS-349,Lote 2C,AND,MIXED2B,m2ba,m2ba,12.0308,32.752
2364430.169000,6486508.440688,3540.265316,P845,EIS-350,Lote 2C,AND,PRIMARY,prim,prim,11.946,34.31
2364430.169000,6486508.588896,3523.265962,P845,EIS-351,Lote 2C,AND,PRIMARY,prim,prim,13.1683,40.812
2364430.169000,6486509.156892,3460.268523,P845,EIS-352,Lote 2C,AND,PRIMARY,prim,prim,16.0007,34.84
2364430.169000,6486510.233709,3361.274432,P845,EIS-353,Lote 2C,AND,PRIMARY,prim,prim,15.6864,33.21
2364430.169000,6486510.801435,3313.277791,P845,EIS-354,Lote 2C,AND,PRIMARY,prim,prim,12.835,27.828
2363974.946000,6487138.366166,3767.702058,P846,EIS-355,Lote 2C,DTUFF,MIXED2A,m2aa,m2aa,13.0877,32.571
2363974.946000,6487138.492850,3752.702594,P846,EIS-356,Lote 2C,TON,MIXED2B,m2bt,m2ba,12.2235,28.577
2363974.946000,6487138.943069,3707.704854,P846,EIS-357,Lote 2C,TON,MIXED2B,m2bt,m2ba,11.4882,27.132
2363974.946000,6487139.489500,3652.707595,P846,EIS-358,Lote 2C,TON,PRIMARY,prim,prim,13.3177,35.786
2364430.174000,6486655.931405,3670.972045,P847,EIS-359,Lote 2C,AND,MIXED1,mix1,mix1,18.6779,34.55
2364430.174000,6486656.006664,3647.972169,P847,EIS-360,Lote 2C,AND,MIXED2A,m2aa,m2aa,22.5315,31.304
2364430.174000,6486656.076477,3627.972290,P847,EIS-361,Lote 2C,AND,MIXED2A,m2aa,m2aa,15.1575,30.42
2364430.174000,6486656.163115,3602.972441,P847,EIS-362,Lote 2C,AND,MIXED2B,m2ba,m2ba,13.8103,29.684
2364430.174000,6486656.254500,3568.972565,P847,EIS-363,Lote 2C,AND,PRIMARY,prim,prim,11.52,25.947
2364430.174000,6486656.292443,3550.472605,P847,EIS-364,Lote 2C,AND,PRIMARY,prim,prim,15.1147,33.153
2364430.174000,6486656.401064,3523.972837,P847,EIS-365,Lote 2C,AND,PRIMARY,prim,prim,17.2376,26.516
2364430.174000,6486656.790829,3470.974284,P847,EIS-366,Lote 2C,AND,PRIMARY,prim,prim,13.293,30.362
2364430.174000,6486656.936176,3453.974906,P847,EIS-367,Lote 2C,AND,PRIMARY,prim,prim,12.7695,31.198
2364430.174000,6486657.414778,3384.976584,P847,EIS-368,Lote 2C,AND,PRIMARY,prim,prim,13.7299,32.076
2364430.174000,6486657.860842,3333.978541,P847,EIS-369,Lote 2C,AND,PRIMARY,prim,prim,13.2587,29.6
2364430.174000,6486658.252009,3288.980254,P847,EIS-370,Lote 2C,AND,PRIMARY,prim,prim,12.2042,31.777
2363930.005000,6486938.939945,3722.818615,P851,EIS-376,Lote 2D,TON,MIXED2A,m2at,m2at,13.4516,39.65
2363930.005000,6486939.477841,3690.823198,P851,EIS-377,Lote 2D,TON,MIXED2B,m2bt,m2bt,11.6684,43.338
2363930.005000,6486939.751916,3669.824987,P851,EIS-378,Lote 2D,TON,PRIMARY,prim,prim,12.964,36.707
2363930.005000,6486940.150031,3635.827322,P851,EIS-379,Lote 2D,TON,PRIMARY,prim,prim,13.7501,26
2365237.392000,6486736.359972,3713.654966,P852,EIS-371,Lote 2C,TON,MIXED2A,m2at,m2at,8.93813,53.172
2365237.392000,6486736.649128,3696.657425,P852,EIS-372,Lote 2C,TON,MIXED2A,m2at,m2at,8.39326,49.248
2365237.392000,6486736.926803,3680.659835,P852,EIS-373,Lote 2C,TON,MIXED2A,m2at,m2at,8.88467,57.19
2365237.392000,6486737.747247,3636.667496,P852,EIS-374,Lote 2C,TON,MIXED2A,m2at,m2at,9.44939,54.365
2365237.392000,6486738.699505,3590.677356,P852,EIS-375,Lote 2C,TON,MIXED2B,m2bt,m2bt,11.0069,34.203
